movie_id,title,release_date,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,ratings_average,ratings_count,price,buy_probability
23,Taxi Driver (1976),0.034932629927996006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7802197802197801,182,2.0,0.8
24,Rumble in the Bronx (1995),0.034683111142796035,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6120689655172413,174,4.0,0.6
25,"Birdcage, The (1996)",0.03418407357239609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6109215017064846,293,4.0,0.6
26,"Brothers McMullen, The (1995)",0.04958294717330862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613013698630137,73,4.0,0.6
27,Bad Boys (1995),0.04958294717330862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263157894736842,57,5.0,0.5
28,Apollo 13 (1995),0.04958294717330862,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7327898550724637,276,3.0,0.7
29,Batman Forever (1995),0.04958294717330862,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41666666666666663,114,6.0,0.3999999999999999
30,Belle de jour (1967),0.41412989235046693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7364864864864865,37,2.0,0.8
31,Crimson Tide (1995),0.04958294717330862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.6574675324675324,154,3.0,0.7
32,Crumb (1994),0.06259356954444999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6975308641975309,81,3.0,0.7
33,Desperado (1995),0.04958294717330862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6134020618556701,97,4.0,0.6
34,"Doom Generation, The (1995)",0.04958294717330862,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4285714285714286,7,5.0,0.5
35,Free Willy 2: The Adventure Home (1995),0.04958294717330862,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2954545454545454,11,7.0,0.29999999999999993
36,Mad Love (1995),0.04958294717330862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.28846153846153844,13,7.0,0.29999999999999993
37,Nadja (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3125,8,6.0,0.3999999999999999
38,"Net, The (1995)",0.04958294717330862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5020833333333333,120,5.0,0.5
39,Strange Days (1995),0.04958294717330862,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5660919540229885,87,4.0,0.6
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0.04958294717330862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4736842105263158,57,5.0,0.5
41,Billy Madison (1995),0.04958294717330862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5202702702702703,37,5.0,0.5
42,Clerks (1994),0.06259356954444999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7010135135135135,148,3.0,0.7
43,Disclosure (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,40,5.0,0.5
44,Dolores Claiborne (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5854430379746836,79,4.0,0.6
45,Eat Drink Man Woman (1994),0.06259356954444999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7625,80,2.0,0.8
46,Exotica (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6388888888888888,27,3.0,0.7
47,Ed Wood (1994),0.06259356954444999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.650375939849624,133,3.0,0.7
48,Hoop Dreams (1994),0.06259356954444999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7735042735042734,117,2.0,0.8
49,I.Q. (1994),0.06259356954444999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5802469135802469,81,4.0,0.6
50,Star Wars (1977),0.2839167320168247,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.8396226415094339,583,1.0,0.9
51,Legends of the Fall (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.6141975308641975,81,4.0,0.6
52,"Madness of King George, The (1994)",0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6923076923076923,91,3.0,0.7
53,Natural Born Killers (1994),0.06259356954444999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.48828125,128,5.0,0.5
54,Outbreak (1995),0.04958294717330862,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5600961538461539,104,4.0,0.6
55,"Professional, The (1994)",0.06259356954444999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.6761744966442953,149,3.0,0.7
56,Pulp Fiction (1994),0.06259356954444999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.765228426395939,394,2.0,0.8
57,Priest (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,40,2.0,0.8
58,Quiz Show (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6614285714285715,175,3.0,0.7
59,Three Colors: Red (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7650602409638554,83,2.0,0.8
60,Three Colors: Blue (1993),0.07560419191559135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75390625,64,2.0,0.8
61,Three Colors: White (1994),0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7161016949152542,59,3.0,0.7
62,Stargate (1994),0.06259356954444999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5354330708661418,127,4.0,0.6
63,"Santa Clause, The (1994)",0.06259356954444999,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524390243902439,82,4.0,0.6
64,"Shawshank Redemption, The (1994)",0.06259356954444999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8613074204946995,283,1.0,0.9
65,What's Eating Gilbert Grape (1993),0.07560419191559135,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6347826086956522,115,3.0,0.7
66,While You Were Sleeping (1995),0.04958294717330862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6373456790123457,162,3.0,0.7
67,Ace Ventura: Pet Detective (1994),0.06259356954444999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5121359223300971,103,5.0,0.5
68,"Crow, The (1994)",0.06259356954444999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6044776119402985,134,4.0,0.6
69,Forrest Gump (1994),0.06259356954444999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7133956386292835,321,3.0,0.7
70,Four Weddings and a Funeral (1994),0.06259356954444999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6653386454183267,251,3.0,0.7
71,"Lion King, The (1994)",0.06259356954444999,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6954545454545454,220,3.0,0.7
72,"Mask, The (1994)",0.06259356954444999,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5484496124031008,129,4.0,0.6
73,Maverick (1994),0.06259356954444999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6171875,128,4.0,0.6
74,Faster Pussycat! Kill! Kill! (1965),0.4401511370927497,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,7,3.0,0.7
75,Brother Minister: The Assassination of Malcolm X (1994),0.06259356954444999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,5,5.0,0.5
76,Carlito's Way (1993),0.07560419191559135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6018518518518519,54,4.0,0.6
77,"Firm, The (1993)",0.07560419191559135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5695364238410596,151,4.0,0.6
78,Free Willy (1993),0.07560419191559135,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.36363636363636365,33,6.0,0.3999999999999999
79,"Fugitive, The (1993)",0.07560419191559135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7611607142857142,336,2.0,0.8
80,Hot Shots! Part Deux (1993),0.07560419191559135,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4411764705882353,68,5.0,0.5
81,"Hudsucker Proxy, The (1994)",0.06259356954444999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6386363636363637,110,3.0,0.7
82,Jurassic Park (1993),0.07560419191559135,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6800766283524904,261,3.0,0.7
83,Much Ado About Nothing (1993),0.07560419191559135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.765625,176,2.0,0.8
84,Robert A. Heinlein's The Puppet Masters (1994),0.06259356954444999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,18,5.0,0.5
85,"Ref, The (1994)",0.06259356954444999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5086206896551724,58,5.0,0.5
86,"Remains of the Day, The (1993)",0.07560419191559135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.735,150,2.0,0.8
87,Searching for Bobby Fischer (1993),0.07560419191559135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7264492753623188,138,3.0,0.7
88,Sleepless in Seattle (1993),0.07560419191559135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6349765258215962,213,3.0,0.7
89,Blade Runner (1982),0.21882797462037498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7845454545454544,275,2.0,0.8
90,So I Married an Axe Murderer (1993),0.07560419191559135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5131578947368421,95,5.0,0.5
91,"Nightmare Before Christmas, The (1993)",0.07560419191559135,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6468531468531469,143,3.0,0.7
92,True Romance (1993),0.07560419191559135,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6538461538461539,104,3.0,0.7
93,Welcome to the Dollhouse (1995),0.03143936693519641,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6808035714285714,112,3.0,0.7
94,Home Alone (1990),0.11467170456975832,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5218978102189781,137,4.0,0.6
95,Aladdin (1992),0.08865045982747559,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7031963470319634,219,3.0,0.7
96,Terminator 2: Judgment Day (1991),0.10166108219861696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7516949152542374,295,2.0,0.8
97,Dances with Wolves (1990),0.11467170456975832,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6982421875,256,3.0,0.7
98,"Silence of the Lambs, The (1991)",0.10166108219861696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8224358974358974,390,2.0,0.8
99,Snow White and the Seven Dwarfs (1937),0.804698082269908,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6773255813953488,172,1.0,0.9
100,Fargo (1996),0.02195765309759749,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.7888779527559056,508,2.0,0.8
101,Heavy Metal (1981),0.22948599130248806,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.565068493150685,73,3.0,0.7
102,"Aristocats, The (1970)",0.3750623796963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5324074074074074,54,3.0,0.7
103,All Dogs Go to Heaven 2 (1996),0.033435517216796176,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21666666666666667,15,8.0,0.19999999999999996
104,Theodore Rex (1995),0.033435517216796176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999998,5,9.0,0.09999999999999998
105,Sgt. Bilko (1996),0.033435517216796176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3918918918918919,74,6.0,0.3999999999999999
106,Diabolique (1996),0.036572324802167246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.471830985915493,71,5.0,0.5
107,Moll Flanders (1996),0.03069081057959649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.625,42,4.0,0.6
108,Kids in the Hall: Brain Candy (1996),0.03293647964639623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5192307692307693,65,5.0,0.5
109,Mystery Science Theater 3000: The Movie (1996),0.03268696086119626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6076923076923076,130,4.0,0.6
110,Operation Dumbo Drop (1995),0.04958294717330862,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3790322580645161,31,6.0,0.3999999999999999
111,"Truth About Cats & Dogs, The (1996)",0.03243744207599629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6213235294117647,272,4.0,0.6
112,Flipper (1996),0.03193840450559635,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36250000000000004,20,6.0,0.3999999999999999
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0.03268696086119626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7777777777777777,9,2.0,0.8
114,Wallace & Gromit: The Best of Aardman Animation (1996),0.033185998431596204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8619402985074627,67,1.0,0.9
115,"Haunted World of Edward D. Wood Jr., The (1995)",0.03243744207599629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6833333333333333,15,3.0,0.7
116,Cold Comfort Farm (1995),0.03254437869822485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,125,3.0,0.7
117,"Rock, The (1996)",0.030940329364796463,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6732804232804233,378,3.0,0.7
118,Twister (1996),0.03193840450559635,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5537542662116041,293,4.0,0.6
119,Maya Lin: A Strong Clear Vision (1994),0.06259356954444999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.875,4,1.0,0.9
120,Striptease (1996),0.030191773009196548,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3097014925373134,67,7.0,0.29999999999999993
121,Independence Day (ID4) (1996),0.030013545305482284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6095571095571095,429,4.0,0.6
122,"Cable Guy, The (1996)",0.03069081057959649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33490566037735847,106,6.0,0.3999999999999999
123,"Frighteners, The (1996)",0.029443216653596636,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.558695652173913,115,4.0,0.6
124,Lone Star (1996),0.03044129179439652,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7633689839572193,187,2.0,0.8
125,Phenomenon (1996),0.030156127468453697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.639344262295082,244,3.0,0.7
126,"Spitfire Grill, The (1996)",0.027696585157196835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7010309278350515,97,3.0,0.7
127,"Godfather, The (1972)",0.34904113495401723,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.820823244552058,413,1.0,0.9
128,Supercop (1992),0.029193697868396665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6346153846153846,65,4.0,0.6
129,Bound (1996),0.026698510016396948,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.7054263565891473,129,3.0,0.7
130,Kansas City (1996),0.02844514151279675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3152173913043478,23,7.0,0.29999999999999993
131,Breakfast at Tiffany's (1961),0.492229272118058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6815789473684211,95,2.0,0.8
132,"Wizard of Oz, The (1939)",0.7786768375276253,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7693089430894309,246,1.0,0.9
133,Gone with the Wind (1939),0.7786768375276253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.7178362573099415,171,1.0,0.9
134,Citizen Kane (1941),0.7526199472445997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8232323232323233,198,0.0,1.0
135,2001: A Space Odyssey (1968),0.40111926997932557,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.7422779922779923,259,2.0,0.8
136,Mr. Smith Goes to Washington (1939),0.7786768375276253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7809523809523808,105,0.0,1.0
137,Big Night (1996),0.02719754758679689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7251461988304093,171,3.0,0.7
138,D3: The Mighty Ducks (1996),0.026698510016396948,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39473684210526316,19,6.0,0.3999999999999999
139,"Love Bug, The (1969)",0.3880730020674414,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44499999999999995,50,3.0,0.7
140,Homeward Bound: The Incredible Journey (1993),0.07560419191559135,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5532786885245902,61,4.0,0.6
141,"20,000 Leagues Under the Sea (1954)",0.5833749197975333,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.625,72,2.0,0.8
142,Bedknobs and Broomsticks (1971),0.3620517573251586,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5175438596491229,57,3.0,0.7
143,"Sound of Music, The (1965)",0.4401511370927497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6914414414414415,222,2.0,0.8
144,Die Hard (1988),0.1407285948527839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7181069958847737,243,2.0,0.8
145,"Lawnmower Man, The (1992)",0.08865045982747559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3615384615384616,65,6.0,0.3999999999999999
146,Unhook the Stars (1996),0.02577172595708277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.375,10,6.0,0.3999999999999999
147,"Long Kiss Goodnight, The (1996)",0.026662864475654097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6175675675675676,185,4.0,0.6
148,"Ghost and the Darkness, The (1996)",0.026448991231196976,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55078125,128,4.0,0.6
149,Jude (1996),0.02570043487559706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,23,5.0,0.5
150,Swingers (1996),0.026199472445997005,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7070063694267515,157,3.0,0.7
151,Willy Wonka and the Chocolate Factory (1971),0.3620517573251586,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6579754601226994,326,2.0,0.8
152,Sleeper (1973),0.33599486704213305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6585365853658537,82,2.0,0.8
153,"Fish Called Wanda, A (1988)",0.1407285948527839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6963562753036437,247,3.0,0.7
154,Monty Python's Life of Brian (1979),0.257895487274542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6867816091954023,174,2.0,0.8
155,Dirty Dancing (1987),0.15373921722392528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5255102040816326,98,4.0,0.6
156,Reservoir Dogs (1992),0.08865045982747559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7466216216216216,148,2.0,0.8
157,Platoon (1986),0.16674983959506665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6732283464566929,127,3.0,0.7
158,Weekend at Bernie's (1989),0.1276823269408997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4041666666666667,60,5.0,0.5
159,Basic Instinct (1992),0.08865045982747559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.556930693069307,101,4.0,0.6
160,Glengarry Glen Ross (1992),0.08865045982747559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6159420289855072,69,4.0,0.6
161,Top Gun (1986),0.16674983959506665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6204545454545455,220,3.0,0.7
162,On Golden Pond (1981),0.23183859699151635,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6391509433962265,106,3.0,0.7
163,"Return of the Pink Panther, The (1974)",0.3229842446709917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6385869565217391,92,2.0,0.8
164,"Abyss, The (1989)",0.1276823269408997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6473509933774835,151,3.0,0.7
165,Jean de Florette (1986),0.16674983959506665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.77734375,64,2.0,0.8
166,Manon of the Spring (Manon des sources) (1986),0.16674983959506665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7801724137931034,58,2.0,0.8
167,Private Benjamin (1980),0.24488486490340058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48880597014925375,67,4.0,0.6
168,Monty Python and the Holy Grail (1974),0.3229842446709917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7666139240506329,316,2.0,0.8
169,"Wrong Trousers, The (1993)",0.07560419191559135,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8665254237288136,118,1.0,0.9
